fecha,region,producto,categoria,cliente,vendedor,cantidad,precio_unitario,monto_total
2024-03-19,Trujillo,Capacitacion Analytics,Capacitacion,Hoteles Cusco Imperial S.A.C.,Lucia Ramirez,7,1072.82,7509.74
2024-03-20,Lima,Capacitacion Analytics,Capacitacion,Clinica San Bernardo S.A.,Miguel Torres,10,767.58,7675.8
2024-03-21,Lima,Capacitacion Analytics,Capacitacion,Tecnologia Medica Vitalis S.A.C.,Rosa Huaman,6,951.39,5708.34
2024-03-22,Arequipa,Capacitacion Analytics,Capacitacion,Editorial Amauta S.A.C.,Patricia Vargas,4,656.21,2624.84
2024-03-23,Lima,Integracion ERP,Consultoria,Seguridad Integral Halcon S.A.C.,Miguel Torres,6,10189.72,61138.32
2024-03-24,Lima,Capacitacion Analytics,Capacitacion,Consorcio Vial Sierra Sur S.A.,Rosa Huaman,1,1108.61,1108.61
2024-03-24,Arequipa,Capacitacion Analytics,Capacitacion,Aceros del Rimac S.A.A.,Diego Fernandez,3,1265.99,3797.97
2024-03-25,Arequipa,Dashboard Corporativo,Licencias,Grupo Logistico Callao S.A.,Patricia Vargas,2,3837.36,7674.72
2024-03-25,Lima,Capacitacion Analytics,Capacitacion,Agroindustrias Chavimochic S.A.,Carlos Mendoza,1,1482.75,1482.75
2024-03-25,Lima,Capacitacion Analytics,Capacitacion,Supermercados Mi Barrio S.A.C.,Carlos Mendoza,5,974.67,4873.35
2024-03-27,Cusco,Modelo Predictivo,Consultoria,Retail Plaza Sur S.A.C.,Diego Fernandez,5,13494.77,67473.85
2024-03-27,Cusco,Modelo Predictivo,Consultoria,Pesquera Costa Azul S.A.C.,Carlos Mendoza,9,15030.48,135274.32
2024-03-27,Arequipa,Data Warehouse,Licencias,Universidad Tecnologica del Pacifico,Jorge Salazar,3,34642.74,103928.22
2024-03-29,Lima,Auditoria de Datos,Consultoria,Molinos San Agustin S.A.A.,Carlos Mendoza,7,8086.29,56604.03
2024-03-29,Cusco,Migracion Cloud,Consultoria,Gas Natural Altiplano S.A.C.,Carlos Mendoza,2,19093.86,38187.72
2024-03-31,Trujillo,Capacitacion Analytics,Capacitacion,Corporacion Avicola Piurana S.A.,Lucia Ramirez,1,1797.89,1797.89
2024-04-01,Trujillo,Data Warehouse,Licencias,Universidad Tecnologica del Pacifico,Lucia Ramirez,6,26151.59,156909.54
2024-04-02,Arequipa,Dashboard Corporativo,Licencias,Editorial Amauta S.A.C.,Diego Fernandez,5,3399.45,16997.25
2024-04-04,Lima,Capacitacion Analytics,Capacitacion,Molinos San Agustin S.A.A.,Carlos Mendoza,4,1199.17,4796.68
2024-04-05,Lima,Capacitacion Analytics,Capacitacion,Inversiones Miraflores S.A.C.,Ana Quispe,4,1007.42,4029.68
2024-04-05,Lima,Capacitacion Analytics,Capacitacion,Textiles Pima Norte S.A.C.,Diego Fernandez,9,1437.63,12938.67
2024-04-05,Arequipa,Modelo Predictivo,Consultoria,Corporacion Avicola Piurana S.A.,Lucia Ramirez,2,7637.41,15274.82
2024-04-05,Arequipa,Dashboard Corporativo,Licencias,Inmobiliaria Terra Nova S.A.C.,Ana Quispe,8,6960.29,55682.32
2024-04-07,Lima,Dashboard Corporativo,Licencias,Financiera Credi Andes S.A.,Patricia Vargas,10,4597.91,45979.1
2024-04-07,Cusco,Migracion Cloud,Consultoria,Corporacion Avicola Piurana S.A.,Rosa Huaman,3,24618.44,73855.32
2024-04-10,Lima,Migracion Cloud,Consultoria,Financiera Credi Andes S.A.,Patricia Vargas,7,22730.29,159112.03
2024-04-10,Trujillo,Dashboard Corporativo,Licencias,Automotriz Lima Norte S.A.C.,Lucia Ramirez,3,4705.58,14116.74
2024-04-11,Lima,Migracion Cloud,Consultoria,Universidad Tecnologica del Pacifico,Ana Quispe,10,12316.24,123162.4
2024-04-11,Lima,Auditoria de Datos,Consultoria,Automotriz Lima Norte S.A.C.,Carlos Mendoza,9,5934.91,53414.19
2024-04-13,Piura,Capacitacion Analytics,Capacitacion,Seguridad Integral Halcon S.A.C.,Rosa Huaman,3,476.18,1428.54
2024-04-13,Lima,Capacitacion Analytics,Capacitacion,Textiles Pima Norte S.A.C.,Jorge Salazar,9,1389.37,12504.33
2024-04-14,Trujillo,Dashboard Corporativo,Licencias,Plasticos Industriales Ate S.A.C.,Rosa Huaman,3,4724.49,14173.47
2024-04-16,Lima,Integracion ERP,Consultoria,Universidad Tecnologica del Pacifico,Patricia Vargas,2,13005.82,26011.64
2024-04-16,Cusco,Capacitacion Analytics,Capacitacion,Energia Renovable Ica S.A.C.,Carlos Mendoza,6,680.58,4083.48
2024-04-17,Trujillo,Auditoria de Datos,Consultoria,Plasticos Industriales Ate S.A.C.,Ana Quispe,9,7370.95,66338.55
2024-04-18,Piura,Dashboard Corporativo,Licencias,Energia Renovable Ica S.A.C.,Miguel Torres,4,5968.98,23875.92
2024-04-19,Cusco,Migracion Cloud,Consultoria,Inversiones Miraflores S.A.C.,Patricia Vargas,9,24679.8,222118.2
2024-04-20,Arequipa,Migracion Cloud,Consultoria,Textiles Pima Norte S.A.C.,Carlos Mendoza,1,22287.94,22287.94
2024-04-21,Trujillo,Migracion Cloud,Consultoria,Consorcio Vial Sierra Sur S.A.,Miguel Torres,4,11771.03,47084.12
2024-04-21,Arequipa,Dashboard Corporativo,Licencias,Gas Natural Altiplano S.A.C.,Ana Quispe,8,5865.96,46927.68
2024-04-22,Trujillo,Capacitacion Analytics,Capacitacion,Alimentos Selva Verde S.A.C.,Diego Fernandez,5,1011.4,5057.0
2024-04-23,Arequipa,Auditoria de Datos,Consultoria,Aceros del Rimac S.A.A.,Miguel Torres,5,9903.72,49518.6
2024-04-23,Arequipa,Auditoria de Datos,Consultoria,Muebles Diseno Trujillo S.A.C.,Diego Fernandez,10,10350.15,103501.5
2024-04-23,Lima,Capacitacion Analytics,Capacitacion,Cerveceria Del Valle S.A.C.,Rosa Huaman,8,1308.78,10470.24
2024-04-25,Cusco,Auditoria de Datos,Consultoria,Tecnologia Medica Vitalis S.A.C.,Ana Quispe,9,4342.79,39085.11
2024-04-25,Arequipa,Migracion Cloud,Consultoria,Retail Plaza Sur S.A.C.,Diego Fernandez,7,14256.34,99794.38
2024-04-25,Lima,Data Warehouse,Licencias,Universidad Tecnologica del Pacifico,Jorge Salazar,1,17678.62,17678.62
2024-04-26,Arequipa,Modelo Predictivo,Consultoria,Editorial Amauta S.A.C.,Patricia Vargas,7,16837.07,117859.49
2024-04-26,Lima,Dashboard Corporativo,Licencias,Automotriz Lima Norte S.A.C.,Patricia Vargas,3,3603.99,10811.97
2024-04-28,Trujillo,Auditoria de Datos,Consultoria,Financiera Credi Andes S.A.,Rosa Huaman,6,5885.95,35315.7
2024-04-29,Piura,Migracion Cloud,Consultoria,Supermercados Mi Barrio S.A.C.,Rosa Huaman,2,26811.0,53622.0
2024-04-29,Cusco,Capacitacion Analytics,Capacitacion,Universidad Tecnologica del Pacifico,Jorge Salazar,6,1294.19,7765.14
2024-04-30,Lima,Integracion ERP,Consultoria,Inversiones Miraflores S.A.C.,Rosa Huaman,4,12786.36,51145.44
2024-05-02,Lima,Capacitacion Analytics,Capacitacion,Energia Renovable Ica S.A.C.,Diego Fernandez,5,1415.51,7077.55
2024-05-02,Cusco,Modelo Predictivo,Consultoria,Transportes Andino Express S.A.C.,Rosa Huaman,2,10077.75,20155.5
2024-05-03,Cusco,Auditoria de Datos,Consultoria,Constructora Los Incas S.A.,Carlos Mendoza,8,4923.32,39386.56
2024-05-03,Trujillo,Modelo Predictivo,Consultoria,Distribuidora Molina Hermanos S.A.C.,Carlos Mendoza,8,14961.83,119694.64
2024-05-04,Trujillo,Auditoria de Datos,Consultoria,Grupo Logistico Callao S.A.,Diego Fernandez,1,9636.29,9636.29
2024-05-04,Arequipa,Dashboard Corporativo,Licencias,Turismo Machu Travel S.A.C.,Jorge Salazar,9,6424.72,57822.48
2024-05-05,Lima,Auditoria de Datos,Consultoria,Retail Plaza Sur S.A.C.,Diego Fernandez,10,10602.18,106021.8
2024-05-05,Lima,Auditoria de Datos,Consultoria,Seguridad Integral Halcon S.A.C.,Ana Quispe,7,8543.55,59804.85
2024-05-06,Lima,Dashboard Corporativo,Licencias,Alimentos Selva Verde S.A.C.,Carlos Mendoza,5,3689.39,18446.95
2024-05-07,Lima,Migracion Cloud,Consultoria,Constructora Los Incas S.A.,Carlos Mendoza,5,17693.35,88466.75
2024-05-08,Lima,Modelo Predictivo,Consultoria,Laboratorios Quimica Andina S.A.,Patricia Vargas,3,7118.72,21356.16
2024-05-08,Lima,Capacitacion Analytics,Capacitacion,Plasticos Industriales Ate S.A.C.,Diego Fernandez,9,1254.76,11292.84
2024-05-09,Lima,Auditoria de Datos,Consultoria,Hoteles Cusco Imperial S.A.C.,Diego Fernandez,6,10003.47,60020.82
2024-05-12,Piura,Data Warehouse,Licencias,Hoteles Cusco Imperial S.A.C.,Rosa Huaman,4,24347.3,97389.2
2024-05-12,Trujillo,Integracion ERP,Consultoria,Plasticos Industriales Ate S.A.C.,Diego Fernandez,8,16733.55,133868.4
2024-05-13,Piura,Migracion Cloud,Consultoria,Automotriz Lima Norte S.A.C.,Miguel Torres,8,20282.31,162258.48
2024-05-13,Arequipa,Capacitacion Analytics,Capacitacion,Pesquera Costa Azul S.A.C.,Patricia Vargas,9,1423.81,12814.29
2024-05-14,Cusco,Data Warehouse,Licencias,Textiles Pima Norte S.A.C.,Jorge Salazar,9,30054.69,270492.21
2024-05-14,Lima,Modelo Predictivo,Consultoria,Consorcio Vial Sierra Sur S.A.,Jorge Salazar,10,13530.22,135302.2
2024-05-14,Piura,Dashboard Corporativo,Licencias,Muebles Diseno Trujillo S.A.C.,Miguel Torres,4,5927.47,23709.88
2024-05-15,Lima,Modelo Predictivo,Consultoria,Consorcio Vial Sierra Sur S.A.,Lucia Ramirez,2,18138.78,36277.56
2024-05-15,Lima,Modelo Predictivo,Consultoria,Farmacias Salud Total S.A.C.,Diego Fernandez,2,12767.42,25534.84
2024-05-16,Lima,Auditoria de Datos,Consultoria,Inmobiliaria Terra Nova S.A.C.,Jorge Salazar,5,5597.22,27986.1
2024-05-16,Lima,Modelo Predictivo,Consultoria,Universidad Tecnologica del Pacifico,Ana Quispe,10,7927.47,79274.7
2024-05-16,Lima,Dashboard Corporativo,Licencias,Financiera Credi Andes S.A.,Lucia Ramirez,9,3610.43,32493.87
2024-05-17,Lima,Dashboard Corporativo,Licencias,Aguas Cristalinas del Norte S.A.,Rosa Huaman,3,5936.89,17810.67
2024-05-19,Lima,Dashboard Corporativo,Licencias,Clinica San Bernardo S.A.,Rosa Huaman,10,3464.83,34648.3
2024-05-20,Lima,Capacitacion Analytics,Capacitacion,Hoteles Cusco Imperial S.A.C.,Jorge Salazar,7,536.12,3752.84
2024-05-21,Lima,Dashboard Corporativo,Licencias,Plasticos Industriales Ate S.A.C.,Miguel Torres,7,7450.8,52155.6
2024-05-21,Lima,Integracion ERP,Consultoria,Transportes Andino Express S.A.C.,Diego Fernandez,9,13226.25,119036.25
2024-05-22,Piura,Modelo Predictivo,Consultoria,Universidad Tecnologica del Pacifico,Carlos Mendoza,3,17514.51,52543.53
2024-05-23,Arequipa,Capacitacion Analytics,Capacitacion,Agroindustrias Chavimochic S.A.,Carlos Mendoza,10,1348.08,13480.8
2024-05-23,Arequipa,Auditoria de Datos,Consultoria,Seguros Vida Andina S.A.,Diego Fernandez,8,10016.14,80129.12
2024-05-24,Cusco,Capacitacion Analytics,Capacitacion,Tecnologia Medica Vitalis S.A.C.,Rosa Huaman,2,1487.0,2974.0
2024-05-25,Piura,Auditoria de Datos,Consultoria,Textiles Pima Norte S.A.C.,Rosa Huaman,5,5346.84,26734.2
2024-05-26,Arequipa,Dashboard Corporativo,Licencias,Cementos Huascaran S.A.A.,Miguel Torres,5,7410.58,37052.9
2024-05-26,Cusco,Dashboard Corporativo,Licencias,Constructora Los Incas S.A.,Carlos Mendoza,5,6125.86,30629.3
2024-05-27,Lima,Dashboard Corporativo,Licencias,Consorcio Vial Sierra Sur S.A.,Diego Fernandez,3,3872.09,11616.27
2024-05-27,Trujillo,Migracion Cloud,Consultoria,Financiera Credi Andes S.A.,Miguel Torres,4,17656.1,70624.4
2024-05-28,Trujillo,Modelo Predictivo,Consultoria,Distribuidora Molina Hermanos S.A.C.,Rosa Huaman,10,8338.12,83381.2
2024-05-28,Arequipa,Migracion Cloud,Consultoria,Supermercados Mi Barrio S.A.C.,Lucia Ramirez,1,19488.95,19488.95
2024-05-29,Cusco,Modelo Predictivo,Consultoria,Servicios Portuarios Paita S.A.C.,Jorge Salazar,3,11227.62,33682.86
2024-05-29,Lima,Capacitacion Analytics,Capacitacion,Farmacias Salud Total S.A.C.,Patricia Vargas,9,1579.0,14211.0
2024-05-29,Lima,Dashboard Corporativo,Licencias,Banco Continental del Sur S.A.A.,Ana Quispe,9,5288.5,47596.5
2024-05-31,Cusco,Capacitacion Analytics,Capacitacion,Muebles Diseno Trujillo S.A.C.,Rosa Huaman,4,1546.06,6184.24
2024-05-31,Arequipa,Auditoria de Datos,Consultoria,Corporacion Avicola Piurana S.A.,Miguel Torres,9,9860.52,88744.68
2024-06-01,Cusco,Capacitacion Analytics,Capacitacion,Retail Plaza Sur S.A.C.,Miguel Torres,10,1157.15,11571.5
2024-06-04,Trujillo,Capacitacion Analytics,Capacitacion,Hoteles Cusco Imperial S.A.C.,Miguel Torres,7,871.79,6102.53
2024-06-05,Lima,Capacitacion Analytics,Capacitacion,Molinos San Agustin S.A.A.,Miguel Torres,3,1201.04,3603.12
2024-06-06,Lima,Dashboard Corporativo,Licencias,Tecnologia Medica Vitalis S.A.C.,Patricia Vargas,8,6064.49,48515.92
2024-06-08,Trujillo,Migracion Cloud,Consultoria,Muebles Diseno Trujillo S.A.C.,Jorge Salazar,6,26284.97,157709.82
2024-06-10,Cusco,Capacitacion Analytics,Capacitacion,Financiera Credi Andes S.A.,Carlos Mendoza,5,1344.53,6722.65
2024-06-13,Arequipa,Capacitacion Analytics,Capacitacion,Gas Natural Altiplano S.A.C.,Ana Quispe,2,814.31,1628.62
2024-06-14,Trujillo,Data Warehouse,Licencias,Distribuidora Molina Hermanos S.A.C.,Jorge Salazar,9,33486.63,301379.67
2024-06-16,Arequipa,Data Warehouse,Licencias,Aceros del Rimac S.A.A.,Rosa Huaman,9,30882.46,277942.14
2024-06-18,Lima,Capacitacion Analytics,Capacitacion,Automotriz Lima Norte S.A.C.,Ana Quispe,10,1040.63,10406.3
2024-06-18,Cusco,Dashboard Corporativo,Licencias,Universidad Tecnologica del Pacifico,Lucia Ramirez,4,7414.78,29659.12
2024-06-20,Lima,Data Warehouse,Licencias,Financiera Credi Andes S.A.,Lucia Ramirez,10,21262.14,212621.4
2024-06-20,Lima,Integracion ERP,Consultoria,Inmobiliaria Terra Nova S.A.C.,Carlos Mendoza,7,6995.86,48971.02
2024-06-22,Lima,Capacitacion Analytics,Capacitacion,Textiles Pima Norte S.A.C.,Jorge Salazar,7,1636.23,11453.61
2024-06-23,Cusco,Dashboard Corporativo,Licencias,Financiera Credi Andes S.A.,Lucia Ramirez,8,5679.26,45434.08
2024-06-24,Arequipa,Auditoria de Datos,Consultoria,Molinos San Agustin S.A.A.,Miguel Torres,6,7140.28,42841.68
2024-06-25,Lima,Capacitacion Analytics,Capacitacion,Distribuidora Molina Hermanos S.A.C.,Diego Fernandez,7,937.3,6561.1
2024-06-25,Lima,Integracion ERP,Consultoria,Distribuidora Molina Hermanos S.A.C.,Patricia Vargas,3,9548.6,28645.8
2024-06-25,Cusco,Data Warehouse,Licencias,Editorial Amauta S.A.C.,Rosa Huaman,4,31305.03,125220.12
2024-06-25,Cusco,Modelo Predictivo,Consultoria,Agroindustrias Chavimochic S.A.,Patricia Vargas,3,15670.96,47012.88
2024-06-25,Arequipa,Data Warehouse,Licencias,Universidad Tecnologica del Pacifico,Ana Quispe,9,38140.3,343262.7
2024-06-26,Lima,Migracion Cloud,Consultoria,Plasticos Industriales Ate S.A.C.,Rosa Huaman,10,12171.3,121713.0
2024-06-26,Piura,Dashboard Corporativo,Licencias,Seguros Vida Andina S.A.,Patricia Vargas,1,6185.59,6185.59
2024-06-26,Arequipa,Dashboard Corporativo,Licencias,Clinica San Bernardo S.A.,Ana Quispe,3,2935.38,8806.14
2024-06-27,Piura,Modelo Predictivo,Consultoria,Molinos San Agustin S.A.A.,Rosa Huaman,3,10589.3,31767.9
2024-06-27,Piura,Integracion ERP,Consultoria,Laboratorios Quimica Andina S.A.,Jorge Salazar,8,8052.89,64423.12
2024-06-27,Trujillo,Capacitacion Analytics,Capacitacion,Universidad Tecnologica del Pacifico,Miguel Torres,6,1311.34,7868.04
2024-06-27,Lima,Dashboard Corporativo,Licencias,Tecnologia Medica Vitalis S.A.C.,Diego Fernandez,4,5088.05,20352.2
2024-06-28,Lima,Auditoria de Datos,Consultoria,Alimentos Selva Verde S.A.C.,Lucia Ramirez,1,4836.86,4836.86
2024-06-30,Arequipa,Modelo Predictivo,Consultoria,Seguridad Integral Halcon S.A.C.,Diego Fernandez,3,11386.05,34158.15
2024-06-30,Trujillo,Dashboard Corporativo,Licencias,Consorcio Vial Sierra Sur S.A.,Ana Quispe,9,5202.92,46826.28
2024-06-30,Trujillo,Capacitacion Analytics,Capacitacion,Aceros del Rimac S.A.A.,Diego Fernandez,8,1641.81,13134.48
2024-06-30,Lima,Auditoria de Datos,Consultoria,Seguros Vida Andina S.A.,Diego Fernandez,7,6060.21,42421.47
2024-07-01,Cusco,Modelo Predictivo,Consultoria,Inversiones Miraflores S.A.C.,Miguel Torres,8,14737.49,117899.92
2024-07-02,Lima,Capacitacion Analytics,Capacitacion,Grupo Logistico Callao S.A.,Lucia Ramirez,8,1753.46,14027.68
2024-07-03,Cusco,Migracion Cloud,Consultoria,Clinica San Bernardo S.A.,Lucia Ramirez,2,13387.32,26774.64
2024-07-05,Arequipa,Auditoria de Datos,Consultoria,Textiles Pima Norte S.A.C.,Rosa Huaman,7,4319.77,30238.39
2024-07-06,Arequipa,Capacitacion Analytics,Capacitacion,Constructora Los Incas S.A.,Ana Quispe,3,843.33,2529.99
2024-07-07,Lima,Dashboard Corporativo,Licencias,Supermercados Mi Barrio S.A.C.,Carlos Mendoza,8,6312.24,50497.92
2024-07-08,Trujillo,Capacitacion Analytics,Capacitacion,Inmobiliaria Terra Nova S.A.C.,Jorge Salazar,6,984.08,5904.48
2024-07-10,Lima,Capacitacion Analytics,Capacitacion,Distribuidora Molina Hermanos S.A.C.,Carlos Mendoza,1,523.63,523.63
2024-07-11,Arequipa,Capacitacion Analytics,Capacitacion,Textiles Pima Norte S.A.C.,Miguel Torres,3,540.02,1620.06
2024-07-11,Arequipa,Capacitacion Analytics,Capacitacion,Aceros del Rimac S.A.A.,Miguel Torres,9,947.57,8528.13
2024-07-12,Lima,Modelo Predictivo,Consultoria,Textiles Pima Norte S.A.C.,Lucia Ramirez,1,10527.03,10527.03
2024-07-12,Lima,Dashboard Corporativo,Licencias,Agroindustrias Chavimochic S.A.,Patricia Vargas,8,5222.63,41781.04
2024-07-13,Cusco,Auditoria de Datos,Consultoria,Agroindustrias Chavimochic S.A.,Ana Quispe,4,8937.23,35748.92
2024-07-15,Trujillo,Auditoria de Datos,Consultoria,Editorial Amauta S.A.C.,Ana Quispe,5,6881.64,34408.2
2024-07-16,Lima,Data Warehouse,Licencias,Constructora Los Incas S.A.,Lucia Ramirez,7,20990.56,146933.92
2024-07-16,Lima,Modelo Predictivo,Consultoria,Distribuidora Molina Hermanos S.A.C.,Ana Quispe,1,12892.68,12892.68
2024-07-17,Lima,Capacitacion Analytics,Capacitacion,Transportes Andino Express S.A.C.,Rosa Huaman,8,1603.34,12826.72
2024-07-19,Lima,Migracion Cloud,Consultoria,Inversiones Miraflores S.A.C.,Lucia Ramirez,10,27776.62,277766.2
2024-07-19,Arequipa,Capacitacion Analytics,Capacitacion,Frutas de Exportacion Olmos S.A.,Jorge Salazar,7,1295.79,9070.53
2024-07-19,Trujillo,Dashboard Corporativo,Licencias,Aceros del Rimac S.A.A.,Jorge Salazar,6,4422.98,26537.88
2024-07-20,Arequipa,Capacitacion Analytics,Capacitacion,Turismo Machu Travel S.A.C.,Diego Fernandez,7,795.52,5568.64
2024-07-20,Trujillo,Modelo Predictivo,Consultoria,Pesquera Costa Azul S.A.C.,Rosa Huaman,9,14970.75,134736.75
2024-07-21,Trujillo,Data Warehouse,Licencias,Plasticos Industriales Ate S.A.C.,Patricia Vargas,4,28266.3,113065.2
2024-07-21,Arequipa,Migracion Cloud,Consultoria,Inmobiliaria Terra Nova S.A.C.,Rosa Huaman,8,17088.38,136707.04
2024-07-23,Piura,Capacitacion Analytics,Capacitacion,Muebles Diseno Trujillo S.A.C.,Rosa Huaman,9,1596.68,14370.12
2024-07-23,Arequipa,Capacitacion Analytics,Capacitacion,Farmacias Salud Total S.A.C.,Patricia Vargas,3,1208.89,3626.67
2024-07-23,Lima,Data Warehouse,Licencias,Inmobiliaria Terra Nova S.A.C.,Lucia Ramirez,2,41688.97,83377.94
2024-07-23,Lima,Dashboard Corporativo,Licencias,Gas Natural Altiplano S.A.C.,Jorge Salazar,2,7391.22,14782.44
2024-07-23,Trujillo,Integracion ERP,Consultoria,Universidad Tecnologica del Pacifico,Rosa Huaman,3,16272.81,48818.43
2024-07-24,Arequipa,Modelo Predictivo,Consultoria,Universidad Tecnologica del Pacifico,Carlos Mendoza,2,16452.39,32904.78
2024-07-24,Trujillo,Dashboard Corporativo,Licencias,Supermercados Mi Barrio S.A.C.,Miguel Torres,2,6354.98,12709.96
2024-07-24,Lima,Auditoria de Datos,Consultoria,Clinica San Bernardo S.A.,Lucia Ramirez,3,7723.59,23170.77
2024-07-25,Lima,Modelo Predictivo,Consultoria,Supermercados Mi Barrio S.A.C.,Rosa Huaman,2,16954.21,33908.42
2024-07-25,Trujillo,Auditoria de Datos,Consultoria,Clinica San Bernardo S.A.,Patricia Vargas,9,8661.06,77949.54
2024-07-26,Lima,Dashboard Corporativo,Licencias,Constructora Los Incas S.A.,Ana Quispe,1,6211.83,6211.83
2024-07-26,Cusco,Dashboard Corporativo,Licencias,Supermercados Mi Barrio S.A.C.,Rosa Huaman,9,4296.22,38665.98
2024-07-31,Arequipa,Migracion Cloud,Consultoria,Inmobiliaria Terra Nova S.A.C.,Diego Fernandez,2,24868.67,49737.34
2024-08-02,Lima,Capacitacion Analytics,Capacitacion,Seguros Vida Andina S.A.,Diego Fernandez,5,1147.91,5739.55
2024-08-02,Arequipa,Dashboard Corporativo,Licencias,Aceros del Rimac S.A.A.,Rosa Huaman,3,3241.28,9723.84
2024-08-02,Cusco,Data Warehouse,Licencias,Turismo Machu Travel S.A.C.,Jorge Salazar,4,37546.21,150184.84
2024-08-04,Cusco,Auditoria de Datos,Consultoria,Editorial Amauta S.A.C.,Jorge Salazar,4,3808.87,15235.48
2024-08-05,Trujillo,Migracion Cloud,Consultoria,Telecom Peru Conecta S.A.C.,Miguel Torres,9,26236.09,236124.81
2024-08-06,Lima,Dashboard Corporativo,Licencias,Gas Natural Altiplano S.A.C.,Ana Quispe,4,3693.93,14775.72
2024-08-07,Trujillo,Capacitacion Analytics,Capacitacion,Corporacion Avicola Piurana S.A.,Patricia Vargas,6,1515.34,9092.04
2024-08-08,Lima,Data Warehouse,Licencias,Laboratorios Quimica Andina S.A.,Ana Quispe,6,40582.92,243497.52
2024-08-09,Lima,Dashboard Corporativo,Licencias,Consorcio Vial Sierra Sur S.A.,Patricia Vargas,7,4806.21,33643.47
2024-08-10,Lima,Auditoria de Datos,Consultoria,Consorcio Vial Sierra Sur S.A.,Miguel Torres,8,6109.48,48875.84
2024-08-11,Arequipa,Integracion ERP,Consultoria,Inmobiliaria Terra Nova S.A.C.,Lucia Ramirez,7,9510.65,66574.55
2024-08-12,Lima,Data Warehouse,Licencias,Molinos San Agustin S.A.A.,Lucia Ramirez,6,33479.8,200878.8
2024-08-12,Arequipa,Auditoria de Datos,Consultoria,Alimentos Selva Verde S.A.C.,Carlos Mendoza,10,10802.61,108026.1
2024-08-13,Lima,Dashboard Corporativo,Licencias,Corporacion Avicola Piurana S.A.,Diego Fernandez,2,2744.59,5489.18
2024-08-13,Cusco,Auditoria de Datos,Consultoria,Frutas de Exportacion Olmos S.A.,Carlos Mendoza,2,8814.4,17628.8
2024-08-14,Lima,Modelo Predictivo,Consultoria,Grupo Logistico Callao S.A.,Rosa Huaman,10,9306.45,93064.5
2024-08-15,Lima,Auditoria de Datos,Consultoria,Banco Continental del Sur S.A.A.,Ana Quispe,10,9352.32,93523.2
2024-08-19,Arequipa,Dashboard Corporativo,Licencias,Laboratorios Quimica Andina S.A.,Jorge Salazar,5,5598.83,27994.15
2024-08-20,Piura,Modelo Predictivo,Consultoria,Molinos San Agustin S.A.A.,Jorge Salazar,8,17856.37,142850.96
2024-08-21,Arequipa,Dashboard Corporativo,Licencias,Corporacion Avicola Piurana S.A.,Miguel Torres,3,6063.17,18189.51
2024-08-23,Trujillo,Auditoria de Datos,Consultoria,Distribuidora Molina Hermanos S.A.C.,Diego Fernandez,8,10005.26,80042.08
2024-08-23,Lima,Auditoria de Datos,Consultoria,Energia Renovable Ica S.A.C.,Lucia Ramirez,10,5624.51,56245.1
2024-08-24,Arequipa,Data Warehouse,Licencias,Pesquera Costa Azul S.A.C.,Ana Quispe,3,44086.27,132258.81
2024-08-25,Cusco,Modelo Predictivo,Consultoria,Seguros Vida Andina S.A.,Patricia Vargas,7,11067.67,77473.69
2024-08-27,Lima,Capacitacion Analytics,Capacitacion,Alimentos Selva Verde S.A.C.,Lucia Ramirez,9,1347.99,12131.91
2024-08-27,Trujillo,Migracion Cloud,Consultoria,Grupo Logistico Callao S.A.,Lucia Ramirez,4,19411.03,77644.12
2024-08-27,Trujillo,Capacitacion Analytics,Capacitacion,Seguros Vida Andina S.A.,Rosa Huaman,6,1706.67,10240.02
2024-08-28,Lima,Integracion ERP,Consultoria,Seguridad Integral Halcon S.A.C.,Patricia Vargas,6,13585.55,81513.3
2024-08-28,Lima,Capacitacion Analytics,Capacitacion,Automotriz Lima Norte S.A.C.,Jorge Salazar,10,1394.48,13944.8
2024-08-29,Piura,Dashboard Corporativo,Licencias,Turismo Machu Travel S.A.C.,Diego Fernandez,4,4758.49,19033.96
2024-08-30,Lima,Dashboard Corporativo,Licencias,Automotriz Lima Norte S.A.C.,Patricia Vargas,6,5481.06,32886.36
2024-08-31,Lima,Migracion Cloud,Consultoria,Constructora Los Incas S.A.,Miguel Torres,10,11233.53,112335.3
2024-09-03,Trujillo,Migracion Cloud,Consultoria,Seguridad Integral Halcon S.A.C.,Jorge Salazar,7,15596.2,109173.4
2024-09-03,Lima,Dashboard Corporativo,Licencias,Consorcio Vial Sierra Sur S.A.,Carlos Mendoza,9,6445.94,58013.46
2024-09-03,Arequipa,Auditoria de Datos,Consultoria,Cementos Huascaran S.A.A.,Lucia Ramirez,10,8789.5,87895.0
2024-09-04,Lima,Dashboard Corporativo,Licencias,Clinica San Bernardo S.A.,Ana Quispe,5,7098.45,35492.25
2024-09-05,Lima,Auditoria de Datos,Consultoria,Servicios Portuarios Paita S.A.C.,Carlos Mendoza,10,7231.62,72316.2
2024-09-05,Lima,Integracion ERP,Consultoria,Inmobiliaria Terra Nova S.A.C.,Lucia Ramirez,3,8272.35,24817.05
2024-09-06,Lima,Capacitacion Analytics,Capacitacion,Banco Continental del Sur S.A.A.,Ana Quispe,8,821.69,6573.52
2024-09-07,Lima,Modelo Predictivo,Consultoria,Alimentos Selva Verde S.A.C.,Patricia Vargas,3,18932.46,56797.38
